Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2012,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"53,300,000",
SURVEY,2012,YEAR,,STATE,NEVADA,32,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,167,000",
SURVEY,2012,YEAR,,STATE,NEW JERSEY,34,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,288,000",
SURVEY,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"2,835,000",
SURVEY,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"5,355,000",
SURVEY,2012,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"42,180,000",
SURVEY,2012,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"340,100,000",
SURVEY,2012,YEAR,,STATE,OHIO,39,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"30,600,000",
SURVEY,2012,YEAR,,STATE,OKLAHOMA,40,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"154,800,000",
SURVEY,2012,YEAR,,STATE,OREGON,41,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"57,576,000",
SURVEY,2012,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"8,775,000",
SURVEY,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"11,660,000",
SURVEY,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"102,025,000",
SURVEY,2012,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"20,790,000",
SURVEY,2012,YEAR,,STATE,TEXAS,48,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"95,700,000",
SURVEY,2012,YEAR,,STATE,UTAH,49,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"5,643,000",
SURVEY,2012,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"15,360,000",
SURVEY,2012,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"144,125,000",
SURVEY,2012,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"260,000",
SURVEY,2012,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"18,375,000",
SURVEY,2012,YEAR,,STATE,WYOMING,56,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"2,990,000",
SURVEY,2011,YEAR,,STATE,ALABAMA,1,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"13,870,000",
SURVEY,2011,YEAR,,STATE,ARIZONA,4,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"7,622,000",
SURVEY,2011,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"30,160,000",
SURVEY,2011,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"48,530,000",
SURVEY,2011,YEAR,,STATE,COLORADO,8,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"77,828,000",
SURVEY,2011,YEAR,,STATE,DELAWARE,10,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"5,175,000",
SURVEY,2011,YEAR,,STATE,FLORIDA,12,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"368,000",
SURVEY,2011,YEAR,,STATE,GEORGIA,13,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"11,200,000",
SURVEY,2011,YEAR,,STATE,IDAHO,16,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"117,579,000",
SURVEY,2011,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"46,970,000",
SURVEY,2011,YEAR,,STATE,INDIANA,18,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"25,110,000",
SURVEY,2011,YEAR,,STATE,IOWA,19,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"720,000",
SURVEY,2011,YEAR,,STATE,KANSAS,20,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"278,250,000",
SURVEY,2011,YEAR,,STATE,KENTUCKY,21,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"30,800,000",
SURVEY,2011,YEAR,,STATE,LOUISIANA,22,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"15,120,000",
SURVEY,2011,YEAR,,STATE,MARYLAND,24,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"12,060,000",
SURVEY,2011,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"50,625,000",
SURVEY,2011,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"70,176,000",
SURVEY,2011,YEAR,,STATE,MISSISSIPPI,28,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"19,840,000",
SURVEY,2011,YEAR,,STATE,MISSOURI,29,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"34,500,000",
SURVEY,2011,YEAR,,STATE,MONTANA,30,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"174,970,000",
SURVEY,2011,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"66,600,000",
SURVEY,2011,YEAR,,STATE,NEVADA,32,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,323,000",
SURVEY,2011,YEAR,,STATE,NEW JERSEY,34,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,519,000",
SURVEY,2011,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,890,000",
SURVEY,2011,YEAR,,STATE,NEW YORK,36,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"5,115,000",
SURVEY,2011,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"40,120,000",
SURVEY,2011,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"199,858,000",
SURVEY,2011,YEAR,,STATE,OHIO,39,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"48,450,000",
SURVEY,2011,YEAR,,STATE,OKLAHOMA,40,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"73,600,000",
SURVEY,2011,YEAR,,STATE,OREGON,41,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"75,355,000",
SURVEY,2011,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"8,670,000",
SURVEY,2011,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"10,800,000",
SURVEY,2011,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"103,859,000",
SURVEY,2011,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"20,740,000",
SURVEY,2011,YEAR,,STATE,TEXAS,48,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"47,500,000",
SURVEY,2011,YEAR,,STATE,UTAH,49,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"7,120,000",
SURVEY,2011,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"17,040,000",
SURVEY,2011,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"165,530,000",
SURVEY,2011,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"354,000",
SURVEY,2011,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"21,775,000",
SURVEY,2011,YEAR,,STATE,WYOMING,56,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"4,420,000",
SURVEY,2010,YEAR,,STATE,ALABAMA,1,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"4,400,000",
SURVEY,2010,YEAR,,STATE,ARIZONA,4,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"7,895,000",
SURVEY,2010,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"7,290,000",
SURVEY,2010,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"36,325,000",
SURVEY,2010,YEAR,,STATE,COLORADO,8,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"103,350,000",
SURVEY,2010,YEAR,,STATE,DELAWARE,10,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"2,726,000",
SURVEY,2010,YEAR,,STATE,FLORIDA,12,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"287,000",
SURVEY,2010,YEAR,,STATE,GEORGIA,13,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"4,080,000",
SURVEY,2010,YEAR,,STATE,IDAHO,16,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"107,842,000",
SURVEY,2010,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"15,390,000",
SURVEY,2010,YEAR,,STATE,INDIANA,18,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"14,100,000",
SURVEY,2010,YEAR,,STATE,IOWA,19,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"460,000",
SURVEY,2010,YEAR,,STATE,KANSAS,20,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"360,000,000",
SURVEY,2010,YEAR,,STATE,KENTUCKY,21,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"12,870,000",
SURVEY,2010,YEAR,,STATE,LOUISIANA,22,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"5,355,000",
SURVEY,2010,YEAR,,STATE,MARYLAND,24,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"7,800,000",
SURVEY,2010,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"34,650,000",
SURVEY,2010,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"87,835,000",
SURVEY,2010,YEAR,,STATE,MISSISSIPPI,28,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"4,230,000",
SURVEY,2010,YEAR,,STATE,MISSOURI,29,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"11,960,000",
SURVEY,2010,YEAR,,STATE,MONTANA,30,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"214,180,000",
SURVEY,2010,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"64,070,000",
SURVEY,2010,YEAR,,STATE,NEVADA,32,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"616,000",
SURVEY,2010,YEAR,,STATE,NEW JERSEY,34,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"980,000",
SURVEY,2010,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"8,120,000",
SURVEY,2010,YEAR,,STATE,NEW YORK,36,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"6,365,000",
SURVEY,2010,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"12,540,000",
SURVEY,2010,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"356,600,000",
SURVEY,2010,YEAR,,STATE,OHIO,39,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"42,700,000",
SURVEY,2010,YEAR,,STATE,OKLAHOMA,40,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"119,350,000",
SURVEY,2010,YEAR,,STATE,OREGON,41,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"61,348,000",
SURVEY,2010,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"7,670,000",
SURVEY,2010,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"4,320,000",
SURVEY,2010,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"122,635,000",
SURVEY,2010,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"8,215,000",
SURVEY,2010,YEAR,,STATE,TEXAS,48,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"123,750,000",
SURVEY,2010,YEAR,,STATE,UTAH,49,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"6,379,000",
SURVEY,2010,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"7,650,000",
SURVEY,2010,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"147,540,000",
SURVEY,2010,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"270,000",
SURVEY,2010,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"14,720,000",
SURVEY,2010,YEAR,,STATE,WYOMING,56,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"4,160,000",
SURVEY,2009,YEAR,,STATE,ALABAMA,1,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"8,640,000",
SURVEY,2009,YEAR,,STATE,ARIZONA,4,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"11,825,000",
SURVEY,2009,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"16,500,000",
SURVEY,2009,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"41,300,000",
SURVEY,2009,YEAR,,STATE,COLORADO,8,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"101,410,000",
SURVEY,2009,YEAR,,STATE,DELAWARE,10,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"3,843,000",
SURVEY,2009,YEAR,,STATE,FLORIDA,12,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"616,000",
SURVEY,2009,YEAR,,STATE,GEORGIA,13,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"10,290,000",
SURVEY,2009,YEAR,,STATE,IDAHO,16,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"100,669,000",
SURVEY,2009,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"45,920,000",
SURVEY,2009,YEAR,,STATE,INDIANA,18,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"30,150,000",
SURVEY,2009,YEAR,,STATE,IOWA,19,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"990,000",
SURVEY,2009,YEAR,,STATE,KANSAS,20,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"375,900,000",
SURVEY,2009,YEAR,,STATE,KENTUCKY,21,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"20,805,000",
SURVEY,2009,YEAR,,STATE,LOUISIANA,22,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"9,520,000",
SURVEY,2009,YEAR,,STATE,MARYLAND,24,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"10,030,000",
SURVEY,2009,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"39,440,000",
SURVEY,2009,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"83,725,000",
SURVEY,2009,YEAR,,STATE,MISSISSIPPI,28,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"7,500,000",
SURVEY,2009,YEAR,,STATE,MISSOURI,29,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"33,605,000",
SURVEY,2009,YEAR,,STATE,MONTANA,30,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"175,125,000",
SURVEY,2009,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"77,280,000",
SURVEY,2009,YEAR,,STATE,NEVADA,32,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"864,000",
SURVEY,2009,YEAR,,STATE,NEW JERSEY,34,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,479,000",
SURVEY,2009,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"3,000,000",
SURVEY,2009,YEAR,,STATE,NEW YORK,36,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"6,500,000",
SURVEY,2009,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"28,175,000",
SURVEY,2009,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"377,190,000",
SURVEY,2009,YEAR,,STATE,OHIO,39,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"67,450,000",
SURVEY,2009,YEAR,,STATE,OKLAHOMA,40,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"74,800,000",
SURVEY,2009,YEAR,,STATE,OREGON,41,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"51,098,000",
SURVEY,2009,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"8,400,000",
SURVEY,2009,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"7,520,000",
SURVEY,2009,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"129,636,000",
SURVEY,2009,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"16,250,000",
SURVEY,2009,YEAR,,STATE,TEXAS,48,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"61,250,000",
SURVEY,2009,YEAR,,STATE,UTAH,49,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"7,278,000",
SURVEY,2009,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"12,760,000",
SURVEY,2009,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"123,765,000",
SURVEY,2009,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"250,000",
SURVEY,2009,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"21,420,000",
SURVEY,2009,YEAR,,STATE,WYOMING,56,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"4,750,000",
SURVEY,2008,YEAR,,STATE,ALABAMA,1,,,,,,,0,,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"14,910,000",
